,title,titleUrl,time,channelName,category
3663, Head Shoulders Knees And Toes (2019) | Noodle & Pals | Super Simple Songs,https://www.youtube.com/watch?v=RuqvGiZi0qg,2020-11-05 16:13:52.089000-03:00,Super Simple Songs - Kids Songs,Education
3664, Walking Walking | featuring Noodle & Pals | Super Simple Songs,https://www.youtube.com/watch?v=fPMjnlTEZwU,2020-11-05 16:09:26.757000-03:00,Super Simple Songs - Kids Songs,Education
3665, Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,2020-11-05 15:46:41.796000-03:00,Cocomelon - Nursery Rhymes,Education
3666, o dia da mudança tá chegando! 💔 VLOG | Vanessa Lino,https://www.youtube.com/watch?v=wyNEwaiHM3M,2020-11-05 12:45:51.435000-03:00,Vanessa Lino,People & Blogs
3667," TORCI O TORNOZELO NA DANÇA 😰 NOVAS MEDIDAS NA HOLANDA, FIZ AS UNHAS E VISITA DA AMIGA!",https://www.youtube.com/watch?v=jvZHxsl_Aug,2020-11-05 11:35:45.391000-03:00,"Rachel Meibergen, a GRINGA BRASILEIRA",Entertainment
3668, IPHONE 12 PRO UNBOXING + Comparativo com IPHONE 11 E XS MAX | Vanessa Lino,https://www.youtube.com/watch?v=UaaJbXMedQM,2020-11-04 22:19:12.755000-03:00,Vanessa Lino,People & Blogs
3669, Finding Nemo Full Movie HD | English Animated Movie for children | New Animated Movie 2020,https://www.youtube.com/watch?v=5QOA3Oms60k,2020-11-04 15:05:50.744000-03:00,Tawhidul Islam,Education
3671, Masha And The Bear - Best episodes of 2017 🎬,https://www.youtube.com/watch?v=Me8IqpAP87o,2020-11-04 14:58:08.414000-03:00,Masha and The Bear,Entertainment
3672, Spookiz: The Movie | Cartoons for Kids | Official Full Movie,https://www.youtube.com/watch?v=HfEVEGf1A8Q,2020-11-04 14:57:09.791000-03:00,Spookiz - Cartoons for Everyone, Film & Animation
3673, Months of the Year Song | Song for Kids | The Singing Walrus,https://www.youtube.com/watch?v=Fe9bnYRzFvk,2020-11-04 14:23:19.293000-03:00,The Singing Walrus - English Songs For Kids,Education
3674, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-11-04 14:18:05.025000-03:00,Super Simple Songs - Kids Songs,Education
3675, COMPRINHAS NA DLK | ROUPAS DE ACADEMIA BARATAS,https://www.youtube.com/watch?v=4rvWQIMcfwI,2020-11-03 21:19:21.983000-03:00,Isabela Drumond,People & Blogs
3676, ROUPAS DE ACADEMIA BARATAS NA HONEY BE! | Andy Maia,https://www.youtube.com/watch?v=dwT9dJFcrRU,2020-11-03 21:12:34.708000-03:00,Andy Maia,People & Blogs
3677, O VERDADEIRO ESPAGUETE À CARBONARA BEM CREMOSO COM MASSA CASEIRA by João Gustavo,https://www.youtube.com/watch?v=4gr7I73GYfQ,2020-11-03 20:49:55.936000-03:00,Vanessa Lino,People & Blogs
3678," WE'RE CITY GIRLS NOW???? | Raegan's here!!!! exploring our new city | Dallas, TX",https://www.youtube.com/watch?v=MkdDzKbEwkI,2020-11-03 20:11:37.557000-03:00,Kylie Ross,People & Blogs
3679, Theme 2. Time - What time is it? | ESL Song & Story - Learning English for Kids,https://www.youtube.com/watch?v=cs81UdOc9TU,2020-11-03 15:58:24.386000-03:00,English Singsing,Education
3680, Amusement Park Words | Vocabulary Lesson for Kids,https://www.youtube.com/watch?v=K07JuzFmBMI,2020-11-03 15:53:24.853000-03:00,Help Teaching,Education
3681, Kids vocabulary - Playground - Learn English for kids - English educational video,https://www.youtube.com/watch?v=EMQC0GaP3hU,2020-11-03 15:37:06.125000-03:00,English Singsing,Education
3682, Freeze Dance | Freeze Song | Freeze Dance for Kids | Music for Kids | The Kiboomers,https://www.youtube.com/watch?v=2UcZWXvgMZE,2020-11-03 13:39:52.706000-03:00,The Kiboomers - Kids Music Channel,Education
3683, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-11-03 13:37:24.318000-03:00,Super Simple Songs - Kids Songs,Education
3684, Phonics Song 2,https://www.youtube.com/watch?v=BELlZKpi1Zs,2020-11-03 12:00:50.103000-03:00,KidsTV123,Education
3685, VOLUME NA AQUARELA- luz e sombra,https://www.youtube.com/watch?v=Nc1eLvn7JlE,2020-11-03 08:10:34.877000-03:00,Letícia Kumaira,People & Blogs
3686, MEUS PINCÉIS DE AQUARELA,https://www.youtube.com/watch?v=L24NZlMWicA,2020-11-03 08:09:46.370000-03:00,Mariana Cagnin,People & Blogs
3687, painting studio Ghibli scenes + trying out new art supplies,https://www.youtube.com/watch?v=crlTssoL0MM,2020-11-03 08:04:58.776000-03:00,milkcloud,People & Blogs
3688, 🍂 painting studio ghibli scenes with jelly gouache // howl's moving castle,https://www.youtube.com/watch?v=2sVc4PCx86Y,2020-11-03 07:41:00.799000-03:00,celyn angelica,People & Blogs
3689, 🖌️ painting studio Ghibli scenes + new brushes from craftamo,https://www.youtube.com/watch?v=JKNPXOuJTTg,2020-11-03 07:34:47.511000-03:00,milkcloud,People & Blogs
3690, IPHONE 12: O PROBLEMA DO CARREGAMENTO SEM FIO CAPADO!,https://www.youtube.com/watch?v=56jy_mPUVVs,2020-11-03 07:33:20.393000-03:00,Loop Infinito,Science & Technology
3691, COMO VAI SER QUANDO EU FICAR GRÁVIDA? Perguntas e Respostas com Gringa Brasileira | Vanessa Lino,https://www.youtube.com/watch?v=FS4Ins4fRpA,2020-11-02 15:15:29.392000-03:00,Vanessa Lino,People & Blogs
3692, DE CHORAR DE TÃO LINDINHO! APARTAMENTO PEQUENO COM DECORAÇÃO APAIXONANTE NOS DETALHES CHEIOS DE COR,https://www.youtube.com/watch?v=BVS3IJ9lcdY,2020-11-02 14:56:18.486000-03:00,Life by Lufe,People & Blogs
3693, 🎨 Painting Studio Ghibli scenes in my Sketchbook | 🌸 Using HIMI/MIYA Gouache Set | SPIRITED AWAY,https://www.youtube.com/watch?v=Oe3mRjMj46s,2020-11-02 14:05:00.305000-03:00,Dhanisha Geerdharry,Entertainment
3694, What's Inside The Studio Ghibli Paint Set?! - PAINTING STUDIO GHIBLI MOVIES IN MY STYLE,https://www.youtube.com/watch?v=Oe8Uzs-W7_A,2020-11-02 09:38:51.961000-03:00,Kasey Golden,Howto & Style
3695, painting studio ghibli scene // w. cheap art supplies 🎨 🐭 ✨,https://www.youtube.com/watch?v=ZmLTtuSp6BM,2020-11-02 09:37:35.518000-03:00,letters from raquel,Entertainment
3696, 🌿 Watercolor painting | Miyazaki | Studio Ghibli | Kiki’s home,https://www.youtube.com/watch?v=Arg-LCKaZtg,2020-11-02 09:34:28.350000-03:00,BinkyLily,People & Blogs
3697, Studio Ghibli Artist Kazuo Oga Painting Process,https://www.youtube.com/watch?v=JaO2HEkC_qQ,2020-11-02 09:27:49.754000-03:00,IAMAG,Entertainment
3698, MASTERCHEF PROFISSIONAIS (21/08/2018) | PARTE 4 | EP 01 | TEMP 03,https://www.youtube.com/watch?v=MeBn2l3lhY0,2020-11-01 23:14:40.843000-03:00,MasterChef Brasil,Entertainment
3699, MASTERCHEF PROFISSIONAIS (21/08/2018) | PARTE 3 | EP 01 | TEMP 03,https://www.youtube.com/watch?v=C1PSll_1QWg,2020-11-01 22:52:45.251000-03:00,MasterChef Brasil,Entertainment
3700, MASTERCHEF PROFISSIONAIS (21/08/2018) | PARTE 2 | EP 01 | TEMP 03,https://www.youtube.com/watch?v=4xoHsL7MpRE,2020-11-01 22:30:08.571000-03:00,MasterChef Brasil,Entertainment
3701, MASTERCHEF PROFISSIONAIS (21/08/2018) | PARTE 1 | EP 01 | TEMP 03,https://www.youtube.com/watch?v=kFt9rdhKDNc,2020-11-01 21:53:50.223000-03:00,MasterChef Brasil,Entertainment
3702," Bora conversar? Adaptação na casa, mudanças no canal, financiamento do carro e outros assuntos",https://www.youtube.com/watch?v=k6JV-HU2zVY,2020-11-01 21:33:22.244000-03:00,Paula no Canadá,Travel & Events
3703, CORTEI MEU CABELO NO SALÃO DEPOIS DE 1 ANO!!!,https://www.youtube.com/watch?v=DbmWBGSh4t0,2020-11-01 13:23:37.833000-03:00,Canal Ana Bochi,People & Blogs
3704, Advanced Footwork Training for Ultimate Frisbee,https://www.youtube.com/watch?v=k_BMwlYJJIE,2020-11-01 07:47:50.411000-03:00,Rowan McDonnell,Sports
3705, Como tratar as manchas de acne? PERGUNTAS E RESPOSTAS com Thamires Nascimento ✨ | Vanessa Lino,https://www.youtube.com/watch?v=2rh7qHrONXE,2020-10-31 13:34:57.808000-03:00,Vanessa Lino,People & Blogs
3706," A VIAGEM DA ÁFRICA, MEU EMAGRECIMENTO, CASAMENTO E mais! | Vanessa Lino",https://www.youtube.com/watch?v=mNClkmMmiH0,2020-10-31 13:34:34.905000-03:00,Vanessa Lino,People & Blogs
3707, Erros Fatais Que Reprovam Em Processo Seletivo,https://www.youtube.com/watch?v=bhf8_YzKDHE,2020-10-31 13:20:35.339000-03:00,Psicóloga Andréia Marinho,People & Blogs
3708, Dinâmicas em Grupo e Painéis | Na Prática e Exame,https://www.youtube.com/watch?v=wf2cSuOW17c,2020-10-31 13:05:17.987000-03:00,Na Prática,Education
3709, Business case: o que é? Como fazer BUSINESS CASE? (+TEAM CHARTER PARA DOWNLOAD!),https://www.youtube.com/watch?v=Eb1rKw7EoFo,2020-10-31 13:03:22.949000-03:00,CAE Treinamentos,Education
3710, Estudo de Caso em Processo Seletivo,https://www.youtube.com/watch?v=Mv5EtkaYTJU,2020-10-31 13:03:19.745000-03:00,Psicóloga Andréia Marinho,People & Blogs
3711, ENTREVISTA: Estudo de caso | DICAS #64,https://www.youtube.com/watch?v=nSwrIksLXzg,2020-10-31 12:59:59.290000-03:00,Giovanna Pansani,Education
3712, Como fazer AREPAS VENEZUELANAS #CHATANACOZINHA | Lu Ferreira | Chata de Galocha,https://www.youtube.com/watch?v=dWSCV9I62QQ,2020-10-31 10:26:41.697000-03:00,Lu Ferreira,Howto & Style
3713, MÃE E FILHA NA COZINHA: massa com cogumelos & panqueca de banana!,https://www.youtube.com/watch?v=lpi0rZkoecc,2020-10-31 10:16:36.681000-03:00,Vanessa Lino,People & Blogs
3714, MINHA IRMÃ CHEGOU! | Vanessa Lino,https://www.youtube.com/watch?v=xVpdQK-OX2Y,2020-10-31 10:08:25.787000-03:00,Vanessa Lino,People & Blogs
3715, Pamela Reif! SEXY ARMS IN 10 MIN  _ No Equipment _ Pamela Reif,https://www.youtube.com/watch?v=t2btd1jDKGA,2020-10-30 19:49:27.517000-03:00,Pamela Reif PR,People & Blogs
3716, 30 MIN UPPER BODY & ABS - Let's train together / No Equipment I Pamela Reif,https://www.youtube.com/watch?v=c01hlF_EdRk,2020-10-30 19:48:02.694000-03:00,Pamela Reif,Sports
3717, Harry Styles - Adore You ABS WORKOUT ROUTINE,https://www.youtube.com/watch?v=vq-Mn857mbk,2020-10-30 19:47:34.769000-03:00,MadFit,People & Blogs
3718, Harry Styles - Watermelon Sugar ABS WORKOUT CHALLENGE,https://www.youtube.com/watch?v=jVzVfLNIVCk,2020-10-30 19:43:37.340000-03:00,MadFit,People & Blogs
3719, Doja Cat - Say So ABS WORKOUT ROUTINE,https://www.youtube.com/watch?v=p3zbb6I8Vr8,2020-10-30 19:37:27.182000-03:00,MadFit,People & Blogs
3720, Tones And I - Dance Monkey AB WORKOUT ROUTINE,https://www.youtube.com/watch?v=F4ewRlyAJBo,2020-10-30 19:35:44.938000-03:00,MadFit,People & Blogs
3721," Shawn Mendes, Camila Cabello - Señorita AB WORKOUT ROUTINE",https://www.youtube.com/watch?v=0WXSxR5KqqE,2020-10-30 19:34:28.126000-03:00,MadFit,People & Blogs
3722, ESQUADRÃO DA MODA por um dia! | Lu Ferreira | Chata de Galocha,https://www.youtube.com/watch?v=ApJPVcjxXaw,2020-10-30 19:32:46.327000-03:00,Lu Ferreira,People & Blogs
3723, LEITE DE AMÊNDOAS CASEIRO e FARINHA DE AMÊNDOAS 🥛 | café com leite cremoso & panqueca de banana,https://www.youtube.com/watch?v=Dl9m8pyamkI,2020-10-30 13:14:23.504000-03:00,Vanessa Lino,People & Blogs
3724," BRIGUEI COM O MARIDO 😭, MUDAMOS O CANTINHO DO BEBÊ, CHEGADA DA FAMILIA E UM DESABAFO",https://www.youtube.com/watch?v=0Pp60GRD7cQ,2020-10-30 13:03:54.560000-03:00,"Rachel Meibergen, a GRINGA BRASILEIRA",Entertainment
3725, #1.08 Aprenda a se alimentar de verdade com Talita Trindade | VIDA SOB CONTROLE,https://www.youtube.com/watch?v=vwUnWlntNV0,2020-10-29 22:59:49.478000-03:00,VIDA SOB CONTROLE por João e Vanessa,Education
3726, CASAL NA COZINHA: Petiscos e sobremesa para os amigos e como fazer leite de aveia caseiro ✨,https://www.youtube.com/watch?v=13LGsmVW18Q,2020-10-29 18:49:19.043000-03:00,Vanessa Lino,People & Blogs
3727, ABC Chant 🎵 Songs for Kids 👫 English for Preschoolers Lingokids,https://www.youtube.com/watch?v=eegWzglBMh0,2020-10-29 17:17:29.864000-03:00,Lingokids Songs and Playlearning,Education
3728, Xuxa - The Alphabet Song,https://www.youtube.com/watch?v=-qwxvJXPGpA,2020-10-29 17:13:05.223000-03:00,xuxaVEVO,Music
3729, Days of the Week Song | The Singing Walrus,https://www.youtube.com/watch?v=mXMofxtDPUQ,2020-10-29 17:05:42.264000-03:00,The Singing Walrus - English Songs For Kids,Education
3730, If You're Happy and You Know It! | Barefoot Books Singalong,https://www.youtube.com/watch?v=71hqRT9U0wg,2020-10-29 16:42:33.295000-03:00,Barefoot Books,Education
3731, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-10-29 16:40:09.123000-03:00,Super Simple Songs - Kids Songs,Education
3732, O nerd da Unicamp que conquistou o mundo,https://www.youtube.com/watch?v=K06luO5n3Fk,2020-10-29 10:46:45.683000-03:00,vejapontocom,News & Politics
3733, lofi hip hop radio - beats to relax/study to,https://www.youtube.com/watch?v=5qap5aO4i9A,2020-10-28 22:54:38.569000-03:00,Lofi Girl,Music
3734," SOBRE PÓS PARTO, TRABALHO E ISOLAMENTO !! | por Isa Ribeiro - Na nossa vida",https://www.youtube.com/watch?v=Sn5UTZbaxHk,2020-10-28 20:26:46.967000-03:00,Isa Ribeiro,People & Blogs
3735, WHY I'M MOVING OUT OF MY BOYFRIEND'S HOUSE | moving vlog + empty apartment tour,https://www.youtube.com/watch?v=9uvt5-WlnKQ,2020-10-28 20:12:20.772000-03:00,Kylie Ross,People & Blogs
3736, 🌟 Just Dance 2017 : Watch Me (Whip/Nae Nae) - Silentó | 5 Star 🌟,https://www.youtube.com/watch?v=bMZAuhadz2Y,2020-10-28 15:38:19.895000-03:00,Just Dance like all Star,Gaming
3737," GASTAMOS €200,- EUROS NAS COMPRAS , FIZ COOKIES DE AVEIA, CAFÉ DA MANHÃ COM TORTILLA  e muito mais!",https://www.youtube.com/watch?v=8EBkOXX9QFk,2020-10-28 13:11:37.302000-03:00,"Rachel Meibergen, a GRINGA BRASILEIRA",Entertainment
3738, pumpkin pie and some quality messy sketchbook time ✸ vlog,https://www.youtube.com/watch?v=PiGuhzSQEjk,2020-10-28 11:49:13.228000-03:00,cheyenne barton,People & Blogs
3739," See You Later, Alligator | Goodbye Song | Super Simple Songs",https://www.youtube.com/watch?v=UQfvAlmr5g0,2020-10-27 15:04:52.970000-03:00,Super Simple Songs - Kids Songs,Education
3740, Head Shoulders Knees And Toes (2019) | Noodle & Pals | Super Simple Songs,https://www.youtube.com/watch?v=RuqvGiZi0qg,2020-10-27 14:42:11.674000-03:00,Super Simple Songs - Kids Songs,Education
3741, Hello! | Super Simple Songs,https://www.youtube.com/watch?v=tVlcKp3bWH8,2020-10-27 14:37:12.770000-03:00,Super Simple Songs - Kids Songs,Education
3742, COMO FAZER LASANHA EM CASA: da massa aos molhos! Um vlog que vai te deixar com fome 🍝,https://www.youtube.com/watch?v=-lLerYwVGio,2020-10-27 12:41:03.568000-03:00,Vanessa Lino,People & Blogs
3743, Pré 1,https://www.youtube.com/watch?v=dF5vpgZXMUg,2020-10-27 11:01:48.847000-03:00,Gabriela Turquetti,People & Blogs
3744," ☀ STUDIO VLOG 45 ☀ Testing Out Gouache, Taking Life Slow, Packing Orders & Making Pancakes",https://www.youtube.com/watch?v=s7wI39Bo9FI,2020-10-26 23:36:14.891000-03:00,apple.cheeks,People & Blogs
3745, O que um Smartwatch sabe sobre você,https://www.youtube.com/watch?v=gHyxHMag_nc,2020-10-26 23:24:34.433000-03:00,Atila Iamarino,Science & Technology
3746," MÃES PERFEITAS 🙄, MINHA BAGUNÇA SEM FILTRO, TREINO EM CASA E FIZEMOS CINNAMON ROLLS!",https://www.youtube.com/watch?v=B7EWmjeF5QQ,2020-10-26 22:53:49.339000-03:00,"Rachel Meibergen, a GRINGA BRASILEIRA",Entertainment
3747," compras no supermercado, treino, milho na airfryer e preguiça em casa | PARTE 01 | Vanessa Lino",https://www.youtube.com/watch?v=HYEFp_dYPGE,2020-10-26 22:36:56.225000-03:00,Vanessa Lino,People & Blogs
3748, Head Shoulders Knees And Toes (2019) | Noodle & Pals | Super Simple Songs,https://www.youtube.com/watch?v=RuqvGiZi0qg,2020-10-26 16:42:08.140000-03:00,Super Simple Songs - Kids Songs,Education
3749, Body Bop Bop Dance | Body Parts Song | Dance Along | Pinkfong Songs for Children,https://www.youtube.com/watch?v=YGi3f_fHIzg,2020-10-26 16:39:09.314000-03:00,Pinkfong Baby Shark - Kids' Songs & Stories,Education
3750, Parts of the Body Song,https://www.youtube.com/watch?v=BwHMMZQGFoM,2020-10-26 16:36:38.092000-03:00,Have Fun Teaching,Education
3751, Head Shoulders Knees & Toes | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=QA48wTGbU7A,2020-10-26 16:35:28.460000-03:00,Cocomelon - Nursery Rhymes,Education
3752," Goodbye, My Friends | Halloween Party Song | Super Simple Songs",https://www.youtube.com/watch?v=ihBUjRip3KY,2020-10-26 14:07:21.979000-03:00,Super Simple Songs - Kids Songs,Education
3753," ☀ STUDIO VLOG 44 ☀ Making Cute DIY Decor, Park Date with New Friends, Fresh Bedroom Setup, & more!",https://www.youtube.com/watch?v=5DWCGVAki8U,2020-10-26 11:46:37.886000-03:00,apple.cheeks,People & Blogs
3754, Escola Cresce - 3o ano - 20/10 - Parte 1,https://www.youtube.com/watch?v=QVQ_7cSjrIo,2020-10-26 09:47:07.510000-03:00,Gabriela Turquetti,People & Blogs
3755," ☀ STUDIO VLOG 35 ☀ Being Content With Yourself, Making TikToks, Patreon Sticker Unboxing, & more!",https://www.youtube.com/watch?v=Jcdzavu0U1I,2020-10-26 09:27:58.565000-03:00,apple.cheeks,People & Blogs
3756, A Day in the Life of a Self Employed Illustrator ☀ STUDIO VLOG 31 ☀,https://www.youtube.com/watch?v=5p5ge44OArw,2020-10-26 09:07:23.643000-03:00,apple.cheeks,People & Blogs
3757," ☀ STUDIO VLOG 30 ☀ Lots of Drawing, Being Productive, Budgeting, Packing Patreon Things, & more!",https://www.youtube.com/watch?v=t4mNh2SUrmI,2020-10-26 08:39:04.901000-03:00,apple.cheeks,People & Blogs
3758," ☀ STUDIO VLOG 29 ☀ Patreon Stickers, Sketching, Power Outage, & more!",https://www.youtube.com/watch?v=f52SX99KhPY,2020-10-26 08:19:05.738000-03:00,apple.cheeks,People & Blogs
3759," ☀ STUDIO VLOG 28 ☀ Duyu Kitten, Patreon Launch, Ant War, Reflecting, & more",https://www.youtube.com/watch?v=2UdbrI8nu3Y,2020-10-26 08:05:53.410000-03:00,apple.cheeks,People & Blogs
3760, 10 MOMENTOS LIVRES DE ESTRESSE DO PAULO | LISTAS MASTERCHEF,https://www.youtube.com/watch?v=4XsEbsLw-Zc,2020-10-25 15:04:12.200000-03:00,MasterChef Brasil,Entertainment
3761, MASTERCHEF BRASIL (13/10/2020) | PARTE 5 | EP 14 | TEMP 07,https://www.youtube.com/watch?v=EPYd8UD4P-g,2020-10-25 14:56:31.560000-03:00,MasterChef Brasil,Entertainment
3762, MASTERCHEF BRASIL (13/10/2020) | PARTE 4 | EP 14 | TEMP 07,https://www.youtube.com/watch?v=OWYm_qqK0X8,2020-10-25 14:25:28.557000-03:00,MasterChef Brasil,Entertainment
3763, MASTERCHEF BRASIL (13/10/2020) | PARTE 3 | EP 14 | TEMP 07,https://www.youtube.com/watch?v=NvVwOaiu0tM,2020-10-25 14:14:17.915000-03:00,MasterChef Brasil,Entertainment
3764, MASTERCHEF BRASIL (13/10/2020) | PARTE 2 | EP 14 | TEMP 07,https://www.youtube.com/watch?v=lNiMpfg-80Q,2020-10-25 13:35:53.571000-03:00,MasterChef Brasil,Entertainment
3765, MASTERCHEF BRASIL (13/10/2020) | PARTE 1 | EP 14 | TEMP 07,https://www.youtube.com/watch?v=Dbvxct7e8C4,2020-10-25 13:27:01.708000-03:00,MasterChef Brasil,Entertainment
3766," Obsessive Compulsive Cleaners | FULL EPISODE | Series 1, Episode 1",https://www.youtube.com/watch?v=Dviu-D3Fijo,2020-10-25 12:00:18.151000-03:00,All 4,Entertainment
3767, Bella Thorne... Natural Is Not Better,https://www.youtube.com/watch?v=yblHqx8-lCw,2020-10-25 11:16:08.762000-03:00,Hyram,Howto & Style
3768, Specialist Reacts to Lily Collin's Skin Care Routine,https://www.youtube.com/watch?v=bjocdr7W7jk,2020-10-25 10:55:11.804000-03:00,Hyram,Howto & Style
3769, study with me ! midterm exams 📚 // linh procrastinates,https://www.youtube.com/watch?v=4VF-PllA3Dg,2020-10-25 10:52:50.850000-03:00,linh truong,Entertainment
3770, COMO FAZER QUADRO INTERATIVO DO SPOTIFY: 2 técnicas super fáceis e baratas! | Spotify Glass Artwork,https://www.youtube.com/watch?v=hVI06B21200,2020-10-25 10:50:30.543000-03:00,Thaccyo,Howto & Style
3771, 4 Times The Kardashians Shocked The World | KUWTK | E!,https://www.youtube.com/watch?v=8qnWAZtC-Z4,2020-10-25 10:50:03.571000-03:00,Keeping Up With The Kardashians,Entertainment
3772, Vale a pena pedir DELIVERY do POBRE JUAN? #CHEGOUPRACHATA| Lu Ferreira | Chata de Galocha,https://www.youtube.com/watch?v=6P0KaO83614,2020-10-25 10:21:51.762000-03:00,Lu Ferreira,Howto & Style
3773, CHOCOTONES DA BAUDUCCO Natal 2020 | EXPERIMENTANDO | TPM por Ju Ferraz,https://www.youtube.com/watch?v=HJzMojzyMR8,2020-10-25 10:20:56.899000-03:00,TPM por Ju Ferraz,People & Blogs
3774, PAVÊ DE PRESTÍGIO muito fácil | TPM por Ju Ferraz,https://www.youtube.com/watch?v=YGBZxd5QsWw,2020-10-25 10:20:50.328000-03:00,TPM por Ju Ferraz,People & Blogs
3775, How I DRAW FACES step by step | Mistakes & tips | Procreate sketch  | 👽,https://www.youtube.com/watch?v=6qkZLUxmUpU,2020-10-25 10:20:24.626000-03:00,Bobbo Andonova,Entertainment
3776, CAUSANDO TRETA ENTRE O CASAL ft. Jade Picon e João Guilherme,https://www.youtube.com/watch?v=HulNw2P03e4,2020-10-25 09:40:45.994000-03:00,Leo Picon,Entertainment
